DOI_link,discipline,number_of_citations,citations_yr,days_published_before_26.03.2020,days_since_01.01.2000,open_access_choice,journal,publication_year,date_of_publication,period_of_publication,corresponding_authors,topic_similarity,author_familiarity,countries_of_corresponding_authors_list,country_of_corresponding_authors_category,continent_of_corresponding_authors,data_type,data_availability_initial,data_availability_final,data_deposition_declared_list,data_deposition_declared_selection,data_archive_list,data_availability_from_corresponding_author,time_data_obtained,corresponding_author_requests_and_concerns,reason_for_decline,data_complexity
https://doi.org/10.1126/science.aat9777,Biomaterials_and_biotechnology,28,25.17241379,496,6894,open_access,Science,2018,16.11.2018,2010-2019,2,partial,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aat6141,Biomaterials_and_biotechnology,34,30.56650246,496,6894,open_access,Science,2018,16.11.2018,2010-2019,2,overlap,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aat4422,Biomaterials_and_biotechnology,106,70.47358834,639,6751,open_access,Science,2018,26.06.2018,2010-2019,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aat0271,Biomaterials_and_biotechnology,50,34.30451128,622,6768,open_access,Science,2018,13.07.2018,2010-2019,2,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aar8449,Biomaterials_and_biotechnology,6,5.39408867,496,6894,open_access,Science,2018,16.11.2018,2010-2019,2,overlap,no,"USA,Germany",multi,multi,image,full,n.a.,supplement,supplement,,,,,,low
https://doi.org/10.1126/science.aar5498,Biomaterials_and_biotechnology,68,40.75533662,699,6691,open_access,Science,2018,27.04.2018,2010-2019,1,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,low
https://doi.org/10.1126/science.aap8179,Biomaterials_and_biotechnology,11,6.592775041,699,6691,open_access,Science,2018,27.04.2018,2010-2019,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aao2189,Biomaterials_and_biotechnology,54,32.74086379,692,6698,open_access,Science,2018,04.05.2018,2010-2019,1,no,no,"UK,Canada",multi,multi,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aan0925,Biomaterials_and_biotechnology,5,7.448979592,335,7055,no_open_access,Science,2019,26.04.2019,2010-2019,1,no,no,"Canada,France,Australia",multi,multi,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.aaa2340,Biomaterials_and_biotechnology,89,19.58107294,1749,5641,open_access,Science,2015,12.06.2015,2010-2019,5,partial,no,"USA,Korea",multi,multi,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.292.5514.69,Biomaterials_and_biotechnology,949,50.64848662,6929,461,no_open_access,Science,2001,06.04.2001,2000-2009,1,no,no,USA,USA,N_America,dataset,none,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.290.5491.481,Biomaterials_and_biotechnology,745,38.80762095,7097,293,no_open_access,Science,2000,20.10.2000,2000-2009,1,no,no,USA,USA,N_America,dataset,full,n.a.,archive,archive,"Protein_Data_Bank,RCSB",,,,,high
https://doi.org/10.1126/science.287.5457.1453,Biomaterials_and_biotechnology,202,10.17667357,7335,55,no_open_access,Science,2000,25.02.2000,2000-2009,1,no,no,"New_Zealand,USA",multi,multi,image,partial,n.a.,undeclared,undeclared,,,,,,high
https://doi.org/10.1126/science.287.5454.826,Biomaterials_and_biotechnology,236,11.85521607,7356,34,no_open_access,Science,2000,04.02.2000,2000-2009,2,partial,no,"USA,Switzerland",multi,multi,dataset,none,n.a.,undeclared,undeclared,,,,,,high
https://doi.org/10.1126/science.1240104,Biomaterials_and_biotechnology,759,119.9285714,2400,4990,open_access,Science,2013,30.08.2013,2010-2019,1,partial,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1206157,Biomaterials_and_biotechnology,2156,257.2540046,3149,4241,no_open_access,Science,2011,12.08.2011,2010-2019,1,no,no,"USA,China",multi,multi,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1188302,Biomaterials_and_biotechnology,1497,157.374712,3562,3828,no_open_access,Science,2010,25.06.2010,2010-2019,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1176615,Biomaterials_and_biotechnology,167,16.61804798,3758,3632,no_open_access,Science,2009,11.12.2009,2000-2009,2,no,no,"Canada,UK",multi,multi,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1176343,Biomaterials_and_biotechnology,318,31.52362846,3772,3618,no_open_access,Science,2009,27.11.2009,2000-2009,2,no,no,"Germany,Spain,Chile,USA",multi,multi,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1167373,Biomaterials_and_biotechnology,223,20.65338747,4031,3359,open_access,Science,2009,13.03.2009,2000-2009,1,no,no,USA,USA,N_America,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1164865,Biomaterials_and_biotechnology,972,87.8385739,4129,3261,no_open_access,Science,2008,05.12.2008,2000-2009,1,overlap,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.1160165,Biomaterials_and_biotechnology,382,34.52092102,4129,3261,no_open_access,Science,2008,05.12.2008,2000-2009,1,no,no,"Israel,USA",multi,multi,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1159850,Biomaterials_and_biotechnology,199,17.43937575,4255,3135,no_open_access,Science,2008,01.08.2008,2000-2009,2,no,no,Germany,Germany,Europe,model,partial,n.a.,"archive,supplement",multi,"Protein_Data_Bank,RCSB",,,,,high
https://doi.org/10.1126/science.1153878,Biomaterials_and_biotechnology,497,43.04817276,4304,3086,no_open_access,Science,2008,13.06.2008,2000-2009,1,no,no,Canada,Canada,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1147880,Biomaterials_and_biotechnology,220,18.20861678,4500,2890,open_access,Science,2007,30.11.2007,2000-2009,2,no,no,"USA,UK,Canada",multi,multi,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1126551,Biomaterials_and_biotechnology,727,53.61790261,5039,2351,no_open_access,Science,2006,09.06.2006,2000-2009,1,no,no,USA,USA,N_America,image,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1090031,Biomaterials_and_biotechnology,179,11.12463817,5963,1427,no_open_access,Science,2003,28.11.2003,2000-2009,1,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.1089845,Biomaterials_and_biotechnology,186,11.64294289,5921,1469,no_open_access,Science,2004,09.01.2004,2000-2009,1,no,no,USA,USA,N_America,image,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1086952,Biomaterials_and_biotechnology,131,8.045599865,6033,1357,no_open_access,Science,2003,19.09.2003,2000-2009,1,no,no,"UK,Australia",multi,multi,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1085374,Biomaterials_and_biotechnology,208,12.64069264,6096,1294,no_open_access,Science,2003,18.07.2003,2000-2009,2,no,no,USA,USA,N_America,image,none,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.1084956,Biomaterials_and_biotechnology,251,15.36133467,6054,1336,no_open_access,Science,2003,29.08.2003,2000-2009,1,no,no,"USA,Japan,Germany",multi,multi,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1082254,Biomaterials_and_biotechnology,454,27.62293716,6089,1301,no_open_access,Science,2003,25.07.2003,2000-2009,1,no,no,Italy,Europe_other,Europe,image,partial,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.1082169,Biomaterials_and_biotechnology,785,46.99442349,6187,1203,no_open_access,Science,2003,18.04.2003,2000-2009,1,no,no,"USA,Japan",multi,multi,dataset,none,n.a.,undeclared,undeclared,,,,,,medium
https://doi.org/10.1126/science.1074222,Biomaterials_and_biotechnology,55,3.172408344,6418,972,no_open_access,Science,2002,30.08.2002,2000-2009,1,no,no,"UK,Germany",multi,Europe,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1069076,Biomaterials_and_biotechnology,544,31.20540625,6453,937,open_access,Science,2002,26.07.2002,2000-2009,1,no,no,Sweden,Europe_other,Europe,image,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1067153,Biomaterials_and_biotechnology,133,7.43301179,6621,769,no_open_access,Science,2002,08.02.2002,2000-2009,1,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1064693,Biomaterials_and_biotechnology,225,12.44129677,6691,699,no_open_access,Science,2001,30.11.2001,2000-2009,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1126/science.1057480,Biomaterials_and_biotechnology,159,8.754714135,6719,671,no_open_access,Science,2001,02.11.2001,2000-2009,1,no,no,"USA,Italy",multi,multi,model,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/s41586-019-1516-5,Biomaterials_and_biotechnology,0,0,211,7179,no_open_access,Nature,2019,28.08.2019,2010-2019,3,partial,no,USA,USA,N_America,dataset,full,n.a.,"archive,upon_request,supplement",multi,GPL-2.0,,,,,high
https://doi.org/10.1038/s41586-019-1361-6,Biomaterials_and_biotechnology,2,4.294117647,260,7130,open_access,Nature,2019,10.07.2019,2010-2019,2,no,no,USA,USA,N_America,image,full,n.a.,"archive,upon_request,supplement",multi,Github,,,,,high
https://doi.org/10.1038/s41586-019-1185-4,Biomaterials_and_biotechnology,11,17.23175966,323,7067,open_access,Nature,2019,08.05.2019,2010-2019,1,no,no,"Japan,Poland",multi,multi,dataset,full,n.a.,"archive,upon_request,supplement",multi,"Electron_Microscopy_Data_Bank,Protein_Data_Bank",,,,,high
https://doi.org/10.1038/s41586-018-0671-4,Biomaterials_and_biotechnology,28,24.21800948,512,6878,open_access,Nature,2018,31.10.2018,2010-2019,2,no,no,Spain,Europe_other,Europe,image,full,n.a.,"archive,upon_request,supplement",multi,MATLAB,,,,,high
https://doi.org/10.1038/s41586-018-0474-7,Biomaterials_and_biotechnology,39,30.22292994,561,6829,no_open_access,Nature,2018,12.09.2018,2010-2019,2,partial,no,Switzerland,Switzerland,Europe,dataset,full,n.a.,"archive,upon_request,supplement",multi,Grasshopper_files,,,,,medium
https://doi.org/10.1038/s41586-018-0057-7,Biomaterials_and_biotechnology,29,17.52483444,694,6696,open_access,Nature,2018,02.05.2018,2010-2019,1,partial,no,USA,USA,N_America,dataset,full,n.a.,"archive,upon_request,supplement",multi,Protein_Data_Bank,,,,,high
https://doi.org/10.1038/nature25494,Biomaterials_and_biotechnology,344,185.739645,766,6624,no_open_access,Nature,2018,19.02.2018,2010-2019,2,partial,no,USA,USA,N_America,dataset,full,n.a.,"upon_request,supplement",multi,,,,,,high
https://doi.org/10.1038/nature24670,Biomaterials_and_biotechnology,75,36.79435484,834,6556,open_access,Nature,2017,13.12.2017,2010-2019,2,no,no,"Switzerland,USA",multi,multi,dataset,partial,n.a.,"upon_request,supplement",multi,,,,,,high
https://doi.org/10.1038/nature24662,Biomaterials_and_biotechnology,55,26.7310253,841,6549,no_open_access,Nature,2017,06.12.2017,2010-2019,2,overlap,no,"Germany,Spain",multi,Europe,model,full,n.a.,"archive,upon_request,supplement",multi,MATLAB,,,,,high
https://doi.org/10.1038/nature23657,Biomaterials_and_biotechnology,67,28.80447585,939,6451,open_access,Nature,2017,30.08.2017,2010-2019,4,no,no,"USA,UK",multi,multi,dataset,full,n.a.,"upon_request,supplement",multi,,,,,,high
https://doi.org/10.1038/nature22382,Biomaterials_and_biotechnology,68,27.70089286,986,6404,no_open_access,Nature,2017,14.07.2017,2010-2019,1,overlap,no,Korea,other,Asia,dataset,full,n.a.,"upon_request,supplement",multi,,,,,,high
https://doi.org/10.1038/nature21410,Biomaterials_and_biotechnology,67,23.74271845,1120,6270,no_open_access,Nature,2017,02.03.2017,2010-2019,1,partial,no,USA,USA,N_America,model,partial,n.a.,"upon_request,supplement",multi,NanoDM,,,,,high
https://doi.org/10.1038/nature21392,Biomaterials_and_biotechnology,60,21.24151309,1121,6269,no_open_access,Nature,2017,01.03.2017,2010-2019,1,partial,no,Germany,Germany,Europe,dataset,full,n.a.,supplement,multi,,,,,,medium
https://doi.org/10.1038/nature20168,Biomaterials_and_biotechnology,118,37.91373239,1226,6164,no_open_access,Nature,2016,16.11.2016,2010-2019,1,partial,no,Switzerland,Switzerland,Europe,dataset,full,n.a.,"archive,upon_request,supplement",multi,GEO,,,,,high
https://doi.org/10.1038/nature19062,Biomaterials_and_biotechnology,51,15.06067961,1326,6064,no_open_access,Nature,2016,08.08.2016,2010-2019,2,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature18300,Biomaterials_and_biotechnology,374,104.6855828,1394,5996,no_open_access,Nature,2016,01.06.2016,2010-2019,1,no,no,Germany,Germany,Europe,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature17956,Biomaterials_and_biotechnology,43,12.10100231,1387,6003,no_open_access,Nature,2016,08.06.2016,2010-2019,2,overlap,no,Netherlands,Europe_other,Europe,model,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature16492,Biomaterials_and_biotechnology,287,72.79708131,1529,5861,no_open_access,Nature,2016,18.01.2016,2010-2019,2,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature15363,Biomaterials_and_biotechnology,86,20.35667964,1632,5758,open_access,Nature,2015,07.10.2015,2010-2019,2,no,no,USA,USA,N_America,model,full,n.a.,"archive,supplement",multi,Protein_DataBank,,,,,high
https://doi.org/10.1038/nature13905,Biomaterials_and_biotechnology,446,87.24008574,1956,5434,open_access,Nature,2014,17.11.2014,2010-2019,1,no,no,USA,USA,N_America,dataset,full,n.a.,"archive,supplement",multi,"GEO,DAVID",,,,,high
https://doi.org/10.1038/nature13694,Biomaterials_and_biotechnology,34,6.39361154,2031,5359,no_open_access,Nature,2014,03.09.2014,2010-2019,1,no,no,USA,USA,N_America,image,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature12978,Biomaterials_and_biotechnology,316,53.89719626,2230,5160,open_access,Nature,2014,16.02.2014,2010-2019,1,no,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature11223,Biomaterials_and_biotechnology,232,31.07522936,2815,4575,no_open_access,Nature,2012,11.07.2012,2010-2019,1,partial,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature09686,Biomaterials_and_biotechnology,143,15.95689392,3361,4029,no_open_access,Nature,2011,12.01.2011,2010-2019,1,no,no,USA,USA,N_America,image,full,n.a.,"archive,supplement",multi,IVAS,,,,,high
https://doi.org/10.1038/nature09024,Biomaterials_and_biotechnology,287,29.74304373,3612,3778,no_open_access,Nature,2010,06.05.2010,2010-2019,2,partial,no,Canada,Canada,N_America,dataset,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature08705,Biomaterials_and_biotechnology,100,9.964509965,3753,3637,no_open_access,Nature,2009,16.12.2009,2000-2009,1,no,no,USA,USA,N_America,model,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature08508,Biomaterials_and_biotechnology,69,7.526897788,3436,3589,open_access,Nature,2009,29/10/2009,2000-2009,2,no,no,USA,USA,N_America,model,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature08506,Biomaterials_and_biotechnology,939,92.43122977,3798,3592,open_access,Nature,2009,01.11.2009,2000-2009,2,no,no,USA,USA,N_America,dataset,full,n.a.,"archive,supplement",multi,MDL,,,,,high
https://doi.org/10.1038/nature08438,Biomaterials_and_biotechnology,192,18.84884346,3808,3582,no_open_access,Nature,2009,22.10.2009,2000-2009,1,partial,no,USA,USA,N_America,image,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature07197,Biomaterials_and_biotechnology,178,15.72742677,4221,3169,no_open_access,Nature,2008,04.09.2008,2000-2009,2,partial,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,low
https://doi.org/10.1038/nature06619,Biomaterials_and_biotechnology,324,27.41942963,4403,2987,no_open_access,Nature,2008,06.03.2008,2000-2009,2,partial,no,France,France,Europe,dataset,partial,n.a.,supplement,supplement,,,,,,low
https://doi.org/10.1038/nature05766,Biomaterials_and_biotechnology,524,41.51508574,4697,2693,no_open_access,Nature,2007,17.05.2007,2000-2009,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature04405,Biomaterials_and_biotechnology,347,24.61232025,5236,2154,no_open_access,Nature,2005,24.11.2005,2000-2009,1,partial,no,USA,USA,N_America,dataset,partial,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/nature04191,Biomaterials_and_biotechnology,485,34.4473633,5229,2161,no_open_access,Nature,2005,01.12.2005,2000-2009,1,no,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/nature03986,Biomaterials_and_biotechnology,266,18.44064577,5355,2035,no_open_access,Nature,2005,28.07.2005,2000-2009,1,no,no,UK,UK,Europe,dataset,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/nature03794,Biomaterials_and_biotechnology,673,46.65622032,5355,2035,no_open_access,Nature,2005,28.07.2005,2000-2009,1,partial,no,USA,USA,N_America,dataset,none,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature03521,Biomaterials_and_biotechnology,93,6.354361662,5432,1958,no_open_access,Nature,2005,12.05.2005,2000-2009,1,partial,no,"USA,Netherlands",multi,multi,dataset,none,n.a.,undeclared,undeclared,,,,,,medium
https://doi.org/10.1038/nature03461,Biomaterials_and_biotechnology,649,44.4770935,5416,1974,open_access,Nature,2005,28.05.2005,2000-2009,1,no,no,USA,USA,N_America,model,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature02207,Biomaterials_and_biotechnology,230,14.34307193,5943,1447,no_open_access,Nature,2003,18.12.2003,2000-2009,2,no,no,Germany,Germany,Europe,dataset,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/nature02144,Biomaterials_and_biotechnology,925,57.47786857,5964,1426,no_open_access,Nature,2003,27.11.2003,2000-2009,1,no,no,"UK,USA",multi,multi,dataset,partial,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/nature02063,Biomaterials_and_biotechnology,1923,118.9249407,5992,1398,no_open_access,Nature,2003,30.10.2003,2000-2009,1,no,no,Japan,Japan,Asia,dataset,none,n.a.,undeclared,undeclared,,,,,,medium
https://doi.org/10.1038/nature01809,Biomaterials_and_biotechnology,856,52.37887678,6055,1335,no_open_access,Nature,2003,28.08.2003,2000-2009,1,partial,no,USA,USA,N_America,image,none,n.a.,undeclared,undeclared,,,,,,low
https://doi.org/10.1038/nature01736,Biomaterials_and_biotechnology,281,17.03454576,6111,1279,no_open_access,Nature,2003,03.07.2003,2000-2009,1,no,no,Germany,Germany,Europe,dataset,none,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/428386a,Biomaterials_and_biotechnology,261,16.5534318,5845,1545,no_open_access,Nature,2004,25.03.2004,2000-2009,1,partial,no,USA,USA,N_America,image,full,n.a.,supplement,supplement,,,,,,low
https://doi.org/10.1038/428138a,Biomaterials_and_biotechnology,481,30.43248397,5859,1531,no_open_access,Nature,2004,11.03.2004,2000-2009,1,no,no,USA,USA,N_America,image,none,n.a.,supplement,supplement,,,,,,high
https://doi.org/10.1038/417424a,Biomaterials_and_biotechnology,629,35.72195426,6517,873,no_open_access,Nature,2002,23.05.2002,2000-2009,1,partial,no,USA,USA,N_America,dataset,full,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/35069035,Biomaterials_and_biotechnology,275,14.65970498,6937,453,no_open_access,Nature,2001,29.03.2001,2000-2009,1,no,no,USA,USA,N_America,dataset,none,n.a.,undeclared,undeclared,,,,,,medium
https://doi.org/10.1038/35068529,Biomaterials_and_biotechnology,1803,96.01619492,6944,446,no_open_access,Nature,2001,22.03.2001,2000-2009,1,no,no,USA,USA,N_America,model,none,n.a.,undeclared,undeclared,,,,,,high
https://doi.org/10.1038/35050141,Biomaterials_and_biotechnology,390,20.49676026,7035,355,no_open_access,Nature,2000,21.12.2000,2000-2009,1,partial,no,USA,USA,N_America,dataset,none,n.a.,supplement,supplement,,,,,,medium
https://doi.org/10.1038/35016520,Biomaterials_and_biotechnology,380,19.48033708,7210,180,no_open_access,Nature,2000,29.06.2000,2000-2009,1,no,no,"USA,India",multi,multi,model,none,n.a.,undeclared,undeclared,,,,,,medium
https://doi.org/10.1126/science.aaw6732,Ecology,5,10.9939759,256,7134,no_open_access,Science,2019,14.07.2019,2010-2019,1,no,no,USA,USA,N_America,dataset,full,full,"archive,supplement",multi,Integrated_Microbial_Genomes,,,,,high
https://doi.org/10.1126/science.aav6634,Ecology,1,2.267080745,251,7139,no_open_access,Science,2019,19.07.2019,2010-2019,1,no,no,USA,USA,N_America,dataset,full,full,homepage,homepage,,,,,,high
https://doi.org/10.1126/science.aav6335,Ecology,12,23.17460317,279,7111,no_open_access,Science,2019,21.06.2019,2010-2019,3,no,no,"China,China,China",China,Asia,dataset,full,full,archive,archive,,,,,,high
https://doi.org/10.1126/science.aav6312,Ecology,2,3.862433862,279,7111,no_open_access,Science,2019,21.06.2019,2010-2019,3,no,no,"China,China,China",China,Asia,dataset,full,full,archive,archive,,,,,,high
https://doi.org/10.1126/science.aav4313,Ecology,5,8.410138249,307,7083,no_open_access,Science,2019,24.05.2019,2010-2019,1,no,no,USA,USA,N_America,dataset,full,full,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.aav3384,Ecology,12,23.17460317,279,7111,no_open_access,Science,2019,21.06.2019,2010-2019,1,no,no,Canada,Canada,N_America,dataset,full,full,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.aav0379,Ecology,72,96.26373626,363,7027,no_open_access,Science,2019,29.03.2019,2010-2019,1,no,no,Australia,Australia,other,dataset,full,full,supplement,supplement,,,,,,medium
https://doi.org/10.1126/science.aau8181,Ecology,9,9.385714286,440,6950,no_open_access,Science,2019,11.01.2019,2010-2019,1,overlap,no,China,China,Asia,dataset,partial,partial,"upon_request,supplement",multi,,ignored,,,,low
https://doi.org/10.1126/science.aau7285,Ecology,7,9.125,370,7020,open_access,Science,2019,22.03.2019,2010-2019,3,partial,no,"UK,Portugal,UK",multi,Europe,dataset,full,full,archive,archive,Cambridge_Data_Repository,,,,,high
https://doi.org/10.1126/science.aau5905,Ecology,8,9.068322981,412,6978,open_access,Science,2019,08/02/2019,2010-2019,1,no,no,Switzerland,Switzerland,Europe,dataset,full,full,archive,archive,GitHub,,,,,medium
https://doi.org/10.1126/science.aau5656,Ecology,8,13.9047619,300,7090,open_access,Science,2019,31.05.2019,2010-2019,1,no,no,Japan,Japan,Asia,dataset,full,full,archive,archive,Dryad,,,,,high
https://doi.org/10.1126/science.aau4532,Ecology,12,16.04395604,363,7027,open_access,Science,2019,29.03.2019,2010-2019,2,no,no,"Germany,Germany",Germany,Europe,dataset,full,full,"archive,supplement",multi,PanAf,,,,,low
https://doi.org/10.1126/science.aau3561,Ecology,6,8.455598456,349,7041,no_open_access,Science,2019,12.04.2019,2010-2019,2,no,no,"USA,USA",USA,N_America,dataset,full,full,archive,archive,Dryad,,,,,medium
https://doi.org/10.1126/science.aau1758,Ecology,24,29.10299003,391,6999,no_open_access,Science,2019,01/03/2019,2010-2019,1,no,no,USA,USA,N_America,dataset,full,full,"archive,homepage",multi,GitHub,,,,,high
https://doi.org/10.1126/science.aau0099,Ecology,1,1.271777003,377,7013,no_open_access,Science,2019,15.03.2019,2010-2019,1,no,no,France,France,Europe,dataset,full,full,"homepage,supplement",multi,,,,,,medium
https://doi.org/10.1126/science.aat8695,Ecology,12,10.60532688,503,6887,open_access,Science,2018,09/11/2018,2010-2019,2,overlap,no,"Czech_Republic,UK",multi,Europe,dataset,full,full,"archive,homepage,supplement",multi,Dryad,,,,,high
